name,city,neighborhood,place,views_median,views_sum,name_clean,lat,lng,extract,state
Pat Crowley,Olyphant,,Olyphant,125,240961,Pat Crowley,41.4684138,-75.6029656,Patricia Crowley is an American actress.,Pennsylvania
Larry Sellers,Pawhuska,,Pawhuska,125,182537,Larry Sellers,36.6678426,-96.3372309,Larry Sellers is an American actor/stuntman of Osage/Cherokee/Lakota heritage.,Oklahoma
Jeff Struecker,Fort Dodge,,Fort Dodge,125,197870,Jeff Struecker,42.4974694,-94.1680158,"Jeffery Dean Struecker is an author, pastor, and former U.S. Army Ranger who was involved in the Battle of Mogadishu in 1993. He also participated in the 1989 invasion of Panama and in Kuwait during...",Iowa
Jason Zimmerman,Cinnaminson Township,,Cinnaminson Township,125,191697,Jason Zimmerman,39.9969646,-74.9927693,"Jason Sheldon Zimmerman, known by his gamertag Mew2King, commonly shortened to M2K, is an American professional Super Smash Bros. player. He has won more than 70 tournaments during his career,...",New Jersey
Eric Fanning,Centerville,,Centerville,125,470789,Eric Fanning,39.6283928,-84.1593818,"Eric Kenneth Fanning is an American politician who is the current President and CEO of Aerospace Industries Association and served as the 22nd United States Secretary of the Army, holding office from...",Ohio
Anna Ecklund,Marathon,,Marathon,125,93148,Anna Ecklund,44.9064657,-89.7942892,"Anna Ecklund was a pseudonym for Emma Schmidt, an American woman whose alleged demonic possession and exorcism occurred over several decades, culminating in an extensive exorcism that lasted from...",Wisconsin
Moses Fleetwood Walker,Mount Pleasant,,Mount Pleasant,124,248175,Moses Fleetwood Walker,40.1753485,-80.7978631,"Moses Fleetwood Walker was an American professional baseball catcher who is credited with being one of the first black men to play in Major League Baseball (MLB). A native of Mount Pleasant, Ohio,...",Ohio
Leslie Smith (fighter),Pleasant Hill,,Pleasant Hill,124,379449,Leslie Smith,37.9479786,-122.0607963,"Leslie Smith is an American professional female mixed martial artist. She formerly competed in Invicta FC where she was a main card staple of the organization, having fought on the main card four...",California
Fred Bear,Waynesboro,,Waynesboro,124,203040,Fred Bear,39.755927,-77.5777692,"Fred Bear was an American bow hunter, bow manufacturer, author, and television host.",Pennsylvania
Eden ahbez,Chanute,,Chanute,124,187592,Eden ahbez,37.6792135,-95.4572034,"George Alexander Aberle, known as eden ahbez, was an American songwriter and recording artist of the 1940s to 1960s, whose lifestyle in California was influential in the hippie movement. He was known...",Kansas
Eddie Spears,Chamberlain,,Chamberlain,124,200704,Eddie Spears,43.810828,-99.3306556,"Edward ""Eddie"" Spears is a Native American actor. He is a member of the Kul Wicasa Oyate Lakota Lower Brulé Sioux Tribe of South Dakota.",South Dakota
Eddie Spears,Pierre,,Pierre,124,200704,Eddie Spears,44.3667876,-100.3537522,"Edward ""Eddie"" Spears is a Native American actor. He is a member of the Kul Wicasa Oyate Lakota Lower Brulé Sioux Tribe of South Dakota.",South Dakota
Earl Butz,Albion,,Albion,124,185504,Earl Butz,41.3956043,-85.4244241,"Earl Lauer ""Rusty"" Butz was a United States government official who served as Secretary of Agriculture under Presidents Richard Nixon and Gerald Ford. His policies favored large-scale corporate...",Indiana
Caresse Crosby,Bowling Green,,Bowling Green,124,204528,Caresse Crosby,38.0495789,-77.3466468,"Caresse Crosby was the first recipient of a patent for the modern bra, an American patron of the arts, publisher, and the ""literary godmother to the Lost Generation of expatriate writers in Paris.""...",Virginia
Caresse Crosby,Watertown,,Watertown,124,204528,Caresse Crosby,41.6062042,-73.1183397,"Caresse Crosby was the first recipient of a patent for the modern bra, an American patron of the arts, publisher, and the ""literary godmother to the Lost Generation of expatriate writers in Paris.""...",Connecticut
Billy Waugh,Bastrop,,Bastrop,124,203360,Billy Waugh,30.1104947,-97.3152701,"William ""Billy"" Waugh , is a former United States Army Special Forces soldier and Central Intelligence Agency paramilitary operations officer who served more than 50 years between the U.S. Army's...",Texas
Alexander Koch (actor),Grosse Pointe Park,,Grosse Pointe Park,124,218767,Alexander Koch,42.3758708,-82.9374159,"Alexander Koch is an American actor. He played the series regular role of Junior Rennie on the CBS drama series Under the Dome, based on the novel by Stephen King. He currently resides in Los Angeles.",Michigan
Tracy Porter,Port Allen,,Port Allen,123,249518,Tracy Porter,30.4474878,-91.2073261,"Tracy O'Neil Porter  is a former American football cornerback. He was drafted by the New Orleans Saints in the second round of the 2008 NFL Draft. With the Saints, he won Super Bowl XLIV against the...",Louisiana
Tony Eason,Blythe,,Blythe,123,265015,Tony Eason,33.6177725,-114.5882607,"Charles Carroll ""Tony"" Eason IV is a former quarterback. He played college football for the University of Illinois (1980–1982) and professional football for the New England Patriots (1983–1989) and...",California
Rebecca Goldstein,Truro,,Truro,123,213834,Rebecca Goldstein,41.99477,-70.0490107,"Rebecca Newberger Goldstein is an American philosopher, novelist and public intellectual. She has written ten books, both fiction and nonfiction. Her Princeton Ph.D. was in philosophy of science, and...",Massachusetts
Patsy Mink,Paia,,Paia,123,217483,Patsy Mink,20.9033333,-156.3694444,Patsy Matsu Takemoto Mink  was an American lawyer and politician from the U.S. state of Hawaii. Mink was a third generation Japanese American and member of the Democratic Party. She also was the...,Hawaii
Oliver Otis Howard,Leeds,,Leeds,123,256348,Oliver Otis Howard,44.3034024,-70.1194984,"Oliver Otis Howard was a career United States Army officer and a Union general in the American Civil War. As a brigade commander in the Army of the Potomac, Howard lost his right arm while leading...",Maine
Michael D. Brown,Guymon,,Guymon,123,261012,Michael D. Brown,36.6828041,-101.4815493,"Michael DeWayne Brown served as the first undersecretary of Emergency Preparedness and Response, a division of the Department of Homeland Security. This position is generally referred to as the...",Oklahoma
Mark Collie,Waynesboro,,Waynesboro,123,211656,Mark Collie,35.3195217,-87.7622468,"George Mark Collie is an American singer, songwriter, musician, actor, record producer, and fundraiser for Type 1 diabetes study. He has won awards and acclaim for his music, his acting, and his...",Tennessee
Leroy Anderson,Woodbury,,Woodbury,123,214974,Leroy Anderson,41.5445404,-73.2090025,"Leroy Anderson ; was an American composer of short, light concert pieces, of which many were introduced by the Boston Pops Orchestra under the direction of Arthur Fiedler. John Williams described him...",Connecticut
Keegan Bradley,Hopkinton,,Hopkinton,123,367769,Keegan Bradley,42.2286954,-71.5225646,"Keegan Hansen Bradley is an American professional golfer who competes on the PGA Tour. He has won four tour events, most notably the 2011 PGA Championship. He is one of four golfers to win in his...",Massachusetts
Keegan Bradley,Woodstock,,Woodstock,123,367769,Keegan Bradley,43.6242442,-72.5185112,"Keegan Hansen Bradley is an American professional golfer who competes on the PGA Tour. He has won four tour events, most notably the 2011 PGA Championship. He is one of four golfers to win in his...",Vermont
Jesse Frederick,Seaford,,Seaford,123,214349,Jesse Frederick,38.6412256,-75.6110381,"Jesse Frederick James Conaway, known professionally as Jesse Frederick, is an American film and television composer and singer best known for writing and performing the themes to TGIF television...",Delaware
Jack Conklin,Plainwell,,Plainwell,123,229378,Jack Conklin,42.4400357,-85.6489035,Jonathan Jackson Conklin is an American football offensive tackle for the Tennessee Titans of the National Football League (NFL). He played college football at Michigan State University.,Michigan
Haskell Curry,Millis,,Millis,123,173820,Haskell Curry,42.1669661,-71.351738,Haskell Brooks Curry was an American mathematician and logician. Curry is best known for his work in combinatory logic. While the initial concept of combinatory logic was based on a single paper by...,Massachusetts
Glen Buxton,Clarion,,Clarion,123,191709,Glen Buxton,42.7316387,-93.732992,"Glen Edward Buxton was an American musician and composer, best known as lead guitarist for the original Alice Cooper group. In 2003, Rolling Stone ranked Buxton number 90 on its list of the 100...",Iowa
Toni Trucks,Manistee,,Manistee,122,347881,Toni Trucks,44.2444473,-86.324253,"Toni Trucks is an American theater, film, and television actress.",Michigan
Ronald Robertson (figure skater),Brackenridge,,Brackenridge,122,259048,Ronald Robertson,40.6081221,-79.7411594,"Ronald Frederick ""Ronnie"" Robertson was an American figure skater who was best known for his spinning ability. He won the silver medal at the 1956 Winter Olympics, became one of the youngest male...",Pennsylvania
Rob Schrab,Mayville,,Mayville,122,195142,Rob Schrab,43.4941611,-88.5448237,"Robby Christopher Schrab is an American comic book creator, actor, comedian, writer, and film and television producer. He is the creator of the comic book Scud: The Disposable Assassin, co-writer of...",Wisconsin
Popeye Jones,Dresden,,Dresden,122,234242,Popeye Jones,36.2914512,-88.7081122,"Ronald Jerome ""Popeye"" Jones is an American professional basketball coach and former player. He is currently an assistant coach for the Indiana Pacers of the National Basketball Association (NBA).",Tennessee
Micah Hyde (American football),Fostoria,,Fostoria,122,312494,Micah Hyde,41.156998,-83.4168702,Micah Richmond Hyde is an American football safety for the Buffalo Bills of the National Football League (NFL). He played college football at Iowa and was drafted by the Green Bay Packers in the...,Ohio
Kevin J. Anderson,Oregon,,Oregon,122,179992,Kevin J. Anderson,42.9261116,-89.3845634,"Kevin James Anderson is an American science-fiction author with over 50 bestsellers. He has written spin-off novels for Star Wars, StarCraft, Titan A.E. and The X-Files, and with Brian Herbert is the...",Wisconsin
Kevin J. Anderson,Monument,,Monument,122,179992,Kevin J. Anderson,39.0916586,-104.872758,"Kevin James Anderson is an American science-fiction author with over 50 bestsellers. He has written spin-off novels for Star Wars, StarCraft, Titan A.E. and The X-Files, and with Brian Herbert is the...",Colorado
John Sterling (sportscaster),Wellsville,,Wellsville,122,258913,John Sterling,42.1220124,-77.9480575,John Sterling is an American sportscaster best known as the radio play-by-play announcer of Major League Baseball's New York Yankees. He has announced every Yankees game since 1989.,New York
Gus Frerotte,Ford City,,Ford City,122,220896,Gus Frerotte,40.7722865,-79.5297673,Gustave Joseph Frerotte is a former American football quarterback. He was drafted by the Washington Redskins in the seventh round of the 1994 NFL Draft. He played college football at Tulsa.,Pennsylvania
Gus Frerotte,Kittanning,,Kittanning,122,220896,Gus Frerotte,40.816453,-79.5219893,Gustave Joseph Frerotte is a former American football quarterback. He was drafted by the Washington Redskins in the seventh round of the 1994 NFL Draft. He played college football at Tulsa.,Pennsylvania
Charlie Manuel,Buena Vista,,Buena Vista,122,202477,Charlie Manuel,37.7343004,-79.3539238,"Charles Fuqua Manuel, Jr. is an American baseball executive for the Philadelphia Phillies, and a former professional baseball outfielder, coach, and manager in Major League Baseball (MLB); and a...",Virginia
Buck O'Neil,Carrabelle,,Carrabelle,122,209857,Buck O'Neil,29.8532645,-84.664348,"""Buck"" O'Neil (né John Jordan O'Neil, Jr.; 13 November 1911 – 6 October 2006) was a first baseman and manager in the Negro American League, mostly with the Kansas City Monarchs. After his playing...",Florida
Amy Gutmann,Monroe,,Monroe,122,185440,Amy Gutmann,41.3306493,-74.1868135,"Amy Gutmann is the eighth president of the University of Pennsylvania, an award-winning political theorist, the author of 16 books, and a university professor. She is the current Christopher H....",New York
