,headline_no_site,site,time,country,bias
50529,Wonder Woman eyes Pan writer Jason Fuchs,digitalspy.com,2014-12-05 08:00:00+00:00,UK,0.16666666666666666
51310,Kylie Jenner and her much older boyfriend Tyga are still very much together,digitalspy.com,2015-11-27 08:00:00+00:00,UK,0.16666666666666666
51313,First Dates: Anna shows off her moves to male stripper,digitalspy.com,2015-12-02 08:00:00+00:00,UK,0.16666666666666666
51330,Coronation Street spoilers: Audrey Roberts to give her rival Nessa Warner the haircut from hell,digitalspy.com,2015-11-28 08:00:00+00:00,UK,0.16666666666666666
51296,​A movie critic thinks that The Revenant is 'too brutal for women' and naturally sparks a fan backlash,digitalspy.com,2015-11-26 08:00:00+00:00,UK,0.16666666666666666
50208,What ever happened to the girl with pigtails who played Amanda Thripp in Matilda?,digitalspy.com,2016-10-24 07:00:00+00:00,UK,0.16666666666666666
50222,The Chainsmokers are still adapting to fame following their Lady Gaga fallout,digitalspy.com,2016-10-20 07:00:00+00:00,UK,0.16666666666666666
50422,Why the How I Met Your Mother spinoff will fail,digitalspy.com,2016-12-20 08:00:00+00:00,UK,0.16666666666666666
49741,Peaky Blinders producer says TV and film writers ignore female characters at their peril,digitalspy.com,2016-04-26 07:00:00+00:00,UK,0.16666666666666666
50049,The sister of the Four Horsemen rises in the first Darksiders 3 trailer,digitalspy.com,2017-05-02 07:00:00+00:00,UK,0.16666666666666666
49860,Emma Thompson once threatened to walk off a movie after her co star was asked to lose weight,digitalspy.com,2017-03-29 07:00:00+00:00,UK,0.16666666666666666
51214,"She Ra reboot is coming to Netflix in 2018, with a ""modern take""",digitalspy.com,2017-12-13 08:00:00+00:00,UK,0.16666666666666666
51358,"Blake Lively is ""open"" to a Gossip Girl revival, Leighton Meester isn't so sure",digitalspy.com,2017-08-31 07:00:00+00:00,UK,0.16666666666666666
51468,EastEnders spoilers: Kim and Denise Fox's sister twist revisited,digitalspy.com,2018-01-23 08:00:00+00:00,UK,0.16666666666666666
51807,Meghan Markle's Suits husband Patrick J Adams criticised for shaming sleeping woman,digitalspy.com,2018-05-21 07:00:00+00:00,UK,0.16666666666666666
51742,Marvel might be adding a female Muslim superhero to the MCU with Ms. Marvel,digitalspy.com,2018-05-13 07:00:00+00:00,UK,0.16666666666666666
51782,Our Girl star knows fans will find Elvis's exit 'tough',digitalspy.com,2018-05-28 07:00:00+00:00,UK,0.16666666666666666
50842,A female led reboot of '70s series Kung Fu is in the works at The CW,digitalspy.com,2019-11-09 08:00:00+00:00,UK,0.16666666666666666
51061,Denise Van Outen shares details about her Neighbours role,digitalspy.com,2019-09-15 07:00:00+00:00,UK,0.16666666666666666
51066,Arrow female centric spin off with fan favourite characters in the works,digitalspy.com,2019-09-24 07:00:00+00:00,UK,0.16666666666666666
51037,"Pierce Brosnan thinks a female James Bond would be ""exhilarating""",digitalspy.com,2019-09-09 07:00:00+00:00,UK,0.16666666666666666
366943,Spider Man star Marisa Tomei discusses what to expect from Aunt May in third film,digitalspy.com,2020-06-11 07:00:00+00:00,UK,0.16666666666666666
366939,Exclusive: Michelle McCool says she didn't want to meet The Undertaker in WWE and talks Royal Rumble return,digitalspy.com,2020-06-21 07:00:00+00:00,UK,0.16666666666666666
367068,Wonder Woman's Gal Gadot lands lead role in spy thriller Heart of Stone,digitalspy.com,2020-12-03 08:00:00+00:00,UK,0.16666666666666666
366890,Marvel's She Hulk series on Disney+ casts Orphan Black star in lead role,digitalspy.com,2020-09-17 07:00:00+00:00,UK,0.16666666666666666
367152,Gossip Girl reboot show lands premiere date,digitalspy.com,2021-05-01 07:00:00+00:00,UK,0.16666666666666666
367214,ZeroZeroZero: Inside the world of a female drug dealer,digitalspy.com,2021-03-31 07:00:00+00:00,UK,0.16666666666666666
367138,New Girl | Watch & Stream Full Episodes Online,digitalspy.com,2021-05-07 07:00:00+00:00,UK,0.16666666666666666
367197,Death in Paradise boss says show will have a female lead one day,digitalspy.com,2021-01-14 08:00:00+00:00,UK,0.16666666666666666
55245,'Doctor Who' set to face Lady Gaga?,dnaindia.com,2010-06-05 07:00:00+00:00,India,0.16666666666666666
55385,Female fish flaunt fins to attract a mate,dnaindia.com,2010-10-08 07:00:00+00:00,India,0.16666666666666666
55381,Patsy Kensit says ex hubby Liam Gallagher was love of her life,dnaindia.com,2010-10-02 07:00:00+00:00,India,0.16666666666666666
55362,"Bengaluru girl Anushka Sharma says I look Punjabi, but I am not",dnaindia.com,2010-10-26 07:00:00+00:00,India,0.16666666666666666
55756,"Vida Samadzai evicted from 'Bigg Boss 5', says she wasn't happy",dnaindia.com,2011-11-20 08:00:00+00:00,India,0.16666666666666666
55697,Premlata Agarwal becomes oldest Indian woman to scale Mt Everest,dnaindia.com,2011-05-20 07:00:00+00:00,India,0.16666666666666666
55528,Priyanka Chopra meets Lady Gaga in New York,dnaindia.com,2011-02-25 08:00:00+00:00,India,0.16666666666666666
55454,Woman found atop coconut tree 'rescued',dnaindia.com,2011-07-07 07:00:00+00:00,India,0.16666666666666666
55174,How Rachna Singh made people laugh with her first novel,dnaindia.com,2012-01-08 08:00:00+00:00,India,0.16666666666666666
55349,I was duped by 'first lady of hell' Asma al Assad: Writer,dnaindia.com,2012-07-31 07:00:00+00:00,India,0.16666666666666666
55263,Mamata Banerjee trying to bluff people by her FDI stance: Left Front,dnaindia.com,2012-10-01 07:00:00+00:00,India,0.16666666666666666
55179,Shraddha Kapoor to step out of her camp?,dnaindia.com,2012-01-24 08:00:00+00:00,India,0.16666666666666666
55934,Shiv Sena MLA vandalises all woman toll booth,dnaindia.com,2013-08-23 07:00:00+00:00,India,0.16666666666666666
55911,Kate Middleton's mother Carole will be key to raising future king,dnaindia.com,2013-07-23 07:00:00+00:00,India,0.16666666666666666
55833,"Jovanka Broz, Marshal Tito's widow, First Lady of Yugoslavia, dies aged 88",dnaindia.com,2013-10-20 07:00:00+00:00,India,0.16666666666666666
55890,Bangalore's vogue jewellery is made by rural women from Hosur,dnaindia.com,2013-08-21 07:00:00+00:00,India,0.16666666666666666
54527,'She's the Man' actress Amanda Bynes gets involved in brawl with Paris Hilton at Los Angeles night club,dnaindia.com,2014-11-17 08:00:00+00:00,India,0.16666666666666666
56122,It's just as important for women to reach their fitness potential as it is for men: Akshay Kumar,dnaindia.com,2014-02-28 08:00:00+00:00,India,0.16666666666666666
56263,Woman dies in Pune YMCA pool; mgmt tries a cover up,dnaindia.com,2014-05-11 07:00:00+00:00,India,0.16666666666666666
56031,The plight of women workers in Assam's tea gardens,dnaindia.com,2014-04-24 07:00:00+00:00,India,0.16666666666666666
53593,Nathalie Emmanuel wants heroic 'Game of Thrones' death for her character,dnaindia.com,2015-07-03 07:00:00+00:00,India,0.16666666666666666
52567,Unaffordable operation is must for girl with club feet,dnaindia.com,2015-03-11 07:00:00+00:00,India,0.16666666666666666
54020,Ameesha Patel speaks about allegations put on her by Kushal Tandon,dnaindia.com,2015-10-27 07:00:00+00:00,India,0.16666666666666666
52534,Avril Lavigne knows 'what she wants in life' post recovering from Lyme disease,dnaindia.com,2015-04-04 07:00:00+00:00,India,0.16666666666666666
53678,Ellen DeGeneres' edited photo of Usain Bolt lands her in racism row,dnaindia.com,2016-08-18 07:00:00+00:00,India,0.16666666666666666
53082,Woman of Letters: Grace under pressure,dnaindia.com,2016-06-05 07:00:00+00:00,India,0.16666666666666666
52158,Temple row: Guess who is now supporting the Shani Shingnapur Trust's stand against women,dnaindia.com,2016-01-28 08:00:00+00:00,India,0.16666666666666666
53628,Ajay Devgn has no idea about female lead in 'Golmaal Again',dnaindia.com,2016-08-08 07:00:00+00:00,India,0.16666666666666666
52285,"'Trump will get rid of all of you': Hijab clad woman kicked, shouted at by traveller at JFK airport",dnaindia.com,2017-01-27 08:00:00+00:00,India,0.16666666666666666
52203,"#IWillGoOut: Appalled by Bengaluru mass molestation, women and men come together to reclaim public spaces",dnaindia.com,2017-01-22 08:00:00+00:00,India,0.16666666666666666
54285,Melania Trump all set to lead her first US delegation to an international event,dnaindia.com,2017-09-23 07:00:00+00:00,India,0.16666666666666666
54816,"Mumbai: Despite open defecation free tag, women from Chembur forced to go outside due to poor state of toilets",dnaindia.com,2017-11-18 08:00:00+00:00,India,0.16666666666666666
52856,Germany's Angela Merkel says much left to do for women's rights,dnaindia.com,2018-03-08 08:00:00+00:00,India,0.16666666666666666
52348,"A poor heart kills many women in Gujarat, says study",dnaindia.com,2018-02-27 08:00:00+00:00,India,0.16666666666666666
52396,WATCH | What a shoutout to ex! Girl dancing like a badass after breakup can make you go WHOAA,dnaindia.com,2018-02-02 08:00:00+00:00,India,0.16666666666666666
53240,"Previously bedridden, 19 year old Nigerian girl walks after two years",dnaindia.com,2018-06-18 07:00:00+00:00,India,0.16666666666666666
54454,Alia Bhatt talks about her most memorable moment of 2019 and there's no way Ranbir Kapoor couldn't be part of,dnaindia.com,2019-10-26 07:00:00+00:00,India,0.16666666666666666
54474,"Ahmedabad: Woman jumps from building, falls on old man; both die",dnaindia.com,2019-10-05 07:00:00+00:00,India,0.16666666666666666
52910,Parineeti Chopra pays back Akshay Kumar the money she owed after DNA After Hrs report,dnaindia.com,2019-03-16 07:00:00+00:00,India,0.16666666666666666
52414,Kangana Ranaut reveals the real reason why she did 'Queen',dnaindia.com,2019-02-15 08:00:00+00:00,India,0.16666666666666666
311041,"Watch: Before Disha Salian was found dead, she was seen happily partying with close friends",dnaindia.com,2020-08-08 07:00:00+00:00,India,0.16666666666666666
311070,"On ventilator for 7 days, 105 year old Afghan woman in Noida beats coronavirus",dnaindia.com,2020-07-31 07:00:00+00:00,India,0.16666666666666666
310807,'Way world reacted to Coronavirus in beginning': Kareena Kapoor Khan on one thing she would change if gone,dnaindia.com,2020-04-02 07:00:00+00:00,India,0.16666666666666666
311208,Nafisa Ali reveals how she got Lucky Ali to perform an impromptu jig of 'O Sanam' in Goa,dnaindia.com,2020-12-17 08:00:00+00:00,India,0.16666666666666666
311480,"'You've crores of rupees': Rakhi Sawant asks Kangana Ranaut to help people, utilise her money to buy oxygen",dnaindia.com,2021-04-29 07:00:00+00:00,India,0.16666666666666666
311567,India women to play their first day night Test against Australia in Sept Oct,dnaindia.com,2021-05-20 07:00:00+00:00,India,0.16666666666666666
311417,"Ileana D'Cruz talks about being body shamed since she was 12, says 'it's a deeply ingrained scar'",dnaindia.com,2021-04-27 07:00:00+00:00,India,0.16666666666666666
311337,"US First Lady Melania Trump delivers farewell message, says THIS big thing",dnaindia.com,2021-01-19 08:00:00+00:00,India,0.16666666666666666
58555,Aung San Suu Kyi's son visits her in Myanmar,economictimes.indiatimes.com,2010-11-23 08:00:00+00:00,India,0.16666666666666666
58634,Bureaucracy as a career option for women,economictimes.indiatimes.com,2010-03-16 07:00:00+00:00,India,0.16666666666666666
58549,Capt Sumit Kohli's mother accuses Army of son's death,economictimes.indiatimes.com,2010-08-28 07:00:00+00:00,India,0.16666666666666666
58546,Her Excellency's husband a land grabber?,economictimes.indiatimes.com,2010-02-11 08:00:00+00:00,India,0.16666666666666666
58550,"Are Women bosses at India Inc good, unbiased and productive?",economictimes.indiatimes.com,2011-07-24 07:00:00+00:00,India,0.16666666666666666
60069,Legally blind Indian woman granted permanent residency in Australia,economictimes.indiatimes.com,2011-10-24 07:00:00+00:00,India,0.16666666666666666
60068,"Nita Ambani: Daughter, wife, mother, team owner, educationist; know all about her private life",economictimes.indiatimes.com,2011-10-09 07:00:00+00:00,India,0.16666666666666666
60066,Online dating games a hit among Japanese women,economictimes.indiatimes.com,2011-09-22 07:00:00+00:00,India,0.16666666666666666
60460,"Delhi gang rape case: PM Manmohan Singh appeals for calm, vows to protect women",economictimes.indiatimes.com,2012-12-24 08:00:00+00:00,India,0.16666666666666666
60463,YS Jagan Mohan Reddy's sister Sharmila Reddy takes over,economictimes.indiatimes.com,2012-11-20 08:00:00+00:00,India,0.16666666666666666
60461,Ajmal Kasab's last wish: tell my mother,economictimes.indiatimes.com,2012-11-21 08:00:00+00:00,India,0.16666666666666666
59000,Srilata A Zaheer first Indian woman dean of top US Business School,economictimes.indiatimes.com,2012-03-10 08:00:00+00:00,India,0.16666666666666666
60465,Why women entrepreneurs are rare in India & what challenges they face,economictimes.indiatimes.com,2013-01-06 08:00:00+00:00,India,0.16666666666666666
60450,Usha Sangwan to be first woman MD at LIC,economictimes.indiatimes.com,2013-07-29 07:00:00+00:00,India,0.16666666666666666
60471,Pratibha Patil commuted death sentences of 7 rapists during her tenure,economictimes.indiatimes.com,2013-01-02 08:00:00+00:00,India,0.16666666666666666
60473,Delhi gang rape case: CISF to deploy more women personnel on Delhi Metro,economictimes.indiatimes.com,2013-01-13 08:00:00+00:00,India,0.16666666666666666
58702,Malala bursts into tears seeing her blood stained uniform,economictimes.indiatimes.com,2014-12-12 08:00:00+00:00,India,0.16666666666666666
59553,Tulsi Gabbard: The Woman who presented PM Modi a Gita!   PM Modi meets Tulsi Gabbard,economictimes.indiatimes.com,2014-09-30 07:00:00+00:00,India,0.16666666666666666
58614,Alia Bhatt: Alia Bhatt follows biker girl Priyanka Chopra,economictimes.indiatimes.com,2014-06-20 07:00:00+00:00,India,0.16666666666666666
58603,Empowering women using technology can be 'game changer': India,economictimes.indiatimes.com,2014-06-18 07:00:00+00:00,India,0.16666666666666666
59221,US First Lady Michelle Obama invites Indian doctor for State of the Union Address,economictimes.indiatimes.com,2015-01-20 08:00:00+00:00,India,0.16666666666666666
59491,"Elderly women face age discrimination, ageism, elder abuse and mistreatment: Study",economictimes.indiatimes.com,2015-03-23 07:00:00+00:00,India,0.16666666666666666
59260,"Mother Dairy a ""public authority"" under RTI Act: Delhi High Court",economictimes.indiatimes.com,2015-02-03 08:00:00+00:00,India,0.16666666666666666
60320,Shabana Azmi criticises Cannes over high heels ban for women,economictimes.indiatimes.com,2015-05-20 07:00:00+00:00,India,0.16666666666666666
60366,How gritty women entrepreneurs are fighting prejudice in startup funding ecosystem,economictimes.indiatimes.com,2016-03-06 08:00:00+00:00,India,0.16666666666666666
59796,"#LeanIn: Maternity Bill passed in RS, now women to get 6 months off",economictimes.indiatimes.com,2016-08-11 07:00:00+00:00,India,0.16666666666666666
59694,"Society needs a new word for female valour, not 'mardaani': Amitabh Bachchan",economictimes.indiatimes.com,2016-11-12 08:00:00+00:00,India,0.16666666666666666
59855,Bombay HC orders Haji Ali dargah to allow women inside inner sanctum,economictimes.indiatimes.com,2016-08-26 07:00:00+00:00,India,0.16666666666666666
59372,I am breaking your mould of how a woman should be: Shikha Makan,economictimes.indiatimes.com,2017-01-18 08:00:00+00:00,India,0.16666666666666666
59920,This desi girl is giving Manhattan a sugar rush with Malai Ice Cream,economictimes.indiatimes.com,2017-09-22 07:00:00+00:00,India,0.16666666666666666
59366,Bigg Boss 10 winner Manveer Gurjar: I got married in 2014. After that she left me,economictimes.indiatimes.com,2017-02-04 08:00:00+00:00,India,0.16666666666666666
