"artist","song","sentence","highestRank","year","nonPerson","name"
"Fetty Wap Featuring Monty","My Way","Baby, won't you come my way?","7","2015",NA,"Baby"
"Fetty Wap Featuring Monty","My Way","Baby, won't you come my way?","7","2015",NA,"Baby"
"Fetty Wap Featuring Monty","My Way","Baby, you should come my way","7","2015",NA,"Baby"
"Fetty Wap Featuring Remy Boyz","679","They like, Monty, can you be my baby daddy, I'm like yeah","4","2015",NA,"Monty"
"Fetty Wap Featuring Remy Boyz","679","Remy Boyz, they know us","4","2015",NA,"Remy"
"Fetty Wap Featuring Remy Boyz","679","All you see is Remy Boyz, you know my niggas everywhere","4","2015",NA,"Remy"
"Fetty Wap Featuring Remy Boyz","679","Remy Boyz, they know us","4","2015",NA,"Remy"
"Fetty Wap Featuring Remy Boyz","679","I brought a lot of loud, lot of Remy to sip on","4","2015",NA,"Remy"
"Fetty Wap Featuring Remy Boyz","679","Remy Boyz, they know us","4","2015",NA,"Remy"
"Fever Tree","San Francisco Girls (Return of'the Native)","Oh, San Francisco girls with","91","1968","city","Francisco"
"Fever Tree","San Francisco Girls (Return of'the Native)","San Francisco ways","91","1968","city","Francisco"
"Field Mob Featuring Ciara","So What","With you by my side in my Mercedes","10","2006","car","Mercedes"
"Fifth Harmony","Bo$$","Michelle Obama, purse so heavy gettin' Oprah dollars","43","2014",NA,"Michelle"
"Fifth Harmony","Bo$$","Michelle Obama, purse so heavy gettin' Oprah dollars","43","2014",NA,"Michelle"
"Fifth Harmony","Bo$$","Michelle Obama, purse so heavy gettin' Oprah dollars","43","2014",NA,"Michelle"
"Fifth Harmony","Bo$$","Michelle Obama, purse so heavy gettin' Oprah dollars","43","2014",NA,"Michelle"
"Fifth Harmony","Bo$$","I'm on my Michelle Obama","43","2014",NA,"Michelle"
"Fifth Harmony","Bo$$","Michelle Obama, purse so heavy gettin' Oprah dollars","43","2014",NA,"Michelle"
"Fifth Harmony","Bo$$","Michelle Obama, purse so heavy gettin' Oprah dollars","43","2014",NA,"Michelle"
"Fifth Harmony","Bo$$","Michelle Obama, purse so heavy gettin' Oprah dollars","43","2014",NA,"Michelle"
"Fifth Harmony","Bo$$","Michelle Obama, purse so heavy gettin' Oprah dollars","43","2014",NA,"Michelle"
"Fifth Harmony","Bo$$","Michelle Obama, purse so heavy gettin' Oprah dollars","43","2014",NA,"Michelle"
"Fifth Harmony","Bo$$","Michelle Obama, purse so heavy gettin' Oprah dollars","43","2014",NA,"Michelle"
"Fifth Harmony","Bo$$","Michelle Obama, purse so heavy gettin' Oprah dollars","43","2014",NA,"Michelle"
"Fifth Harmony","Bo$$","Michelle Obama, purse so heavy gettin' Oprah dollars","43","2014",NA,"Michelle"
"Fifth Harmony","Bo$$","I want a Kanye-ye not a Ray J","43","2014",NA,"Ray"
"Fifth Harmony","That's My Girl","Destiny said it, you got to get up and get it","73","2016",NA,"Destiny"
"Fifth Harmony","That's My Girl","Destiny said it, you got to get up and get it","73","2016",NA,"Destiny"
"Fifth Harmony","That's My Girl","Destiny said it, you got to get up and get it","73","2016",NA,"Destiny"
"Fifth Harmony Featuring Fetty Wap","All In My Head (Flex)","Baby","24","2016",NA,"Baby"
"Fifth Harmony Featuring Kid Ink","Worth It","Baby I'm worth it","12","2015",NA,"Baby"
"Fifth Harmony Featuring Kid Ink","Worth It","Baby I'm worth it","12","2015",NA,"Baby"
"Fifth Harmony Featuring Kid Ink","Worth It","Baby I'm worth it","12","2015",NA,"Baby"
"Fifth Harmony Featuring Kid Ink","Worth It","Baby I'm worth it","12","2015",NA,"Baby"
"Fifth Harmony Featuring Kid Ink","Worth It","Baby I'm worth it","12","2015",NA,"Baby"
"Fifth Harmony Featuring Kid Ink","Worth It","Baby I'm worth it","12","2015",NA,"Baby"
"Fifth Harmony Featuring Kid Ink","Worth It","Baby I'm worth it","12","2015",NA,"Baby"
"Fifth Harmony Featuring Kid Ink","Worth It","Baby I'm worth it","12","2015",NA,"Baby"
"Fifth Harmony Featuring Ty Dolla $ign","Work From Home","I'mma buy her no Celine","4","2016",NA,"Celine"
"Fine Young Cannibals","Don't Look Back","Baby, baby don't look back, it won't do no good.","11","1989",NA,"Baby"
"Fine Young Cannibals","Don't Look Back","Baby, baby don't look back,","11","1989",NA,"Baby"
"Fine Young Cannibals","Don't Look Back","Baby, baby don't look back, it won't do no good.","11","1989",NA,"Baby"
"Fine Young Cannibals","Don't Look Back","Baby, baby don't look back,","11","1989",NA,"Baby"
"Fine Young Cannibals","Don't Look Back","Baby, baby don't look back, it won't do no good.","11","1989",NA,"Baby"
"Fine Young Cannibals","Don't Look Back","Baby, baby don't look back,","11","1989",NA,"Baby"
"Fine Young Cannibals","Johnny Come Home","Johnny,","76","1986",NA,"Johnny"
"Fine Young Cannibals","Johnny Come Home","Johnny,","76","1986",NA,"Johnny"
"Fine Young Cannibals","Johnny Come Home","Johnny,","76","1986",NA,"Johnny"
"Fine Young Cannibals","Johnny Come Home","Johnny,","76","1986",NA,"Johnny"
"Fine Young Cannibals","Johnny Come Home","Johnny,","76","1986",NA,"Johnny"
"Fine Young Cannibals","Johnny Come Home","Johnny,","76","1986",NA,"Johnny"
"Fine Young Cannibals","Johnny Come Home","Johnny","76","1986",NA,"Johnny"
"Fiona Apple","Criminal","Heaven help me for the way I am","21","1997",NA,"Heaven"
"Firehouse","Don't Treat Me Bad","Baby, don't treat me bad","19","1991",NA,"Baby"
"Firehouse","Don't Treat Me Bad","Baby, don't treat me bad","19","1991",NA,"Baby"
"Firehouse","Don't Treat Me Bad","Baby, don't treat me bad","19","1991",NA,"Baby"
"Firehouse","Don't Treat Me Bad","Baby, don't treat me bad","19","1991",NA,"Baby"
"Firehouse","Don't Treat Me Bad","Baby, don't treat me bad","19","1991",NA,"Baby"
"Firehouse","Don't Treat Me Bad","Baby, don't treat me bad","19","1991",NA,"Baby"
"Five","When The Lights Go Out","Baby, when the lights go out","10","1998",NA,"Baby"
"Five","When The Lights Go Out","Baby, it's not the way I feel","10","1998",NA,"Baby"
"Five","When The Lights Go Out","Baby, it's not part of the deal","10","1998",NA,"Baby"
"Five","When The Lights Go Out","Baby, when the lights go out","10","1998",NA,"Baby"
"Five","When The Lights Go Out","Baby, when the lights go out","10","1998",NA,"Baby"
"Five","When The Lights Go Out","Baby, when the lights go out","10","1998",NA,"Baby"
"Five","When The Lights Go Out","Baby, when the lights go out","10","1998",NA,"Baby"
"Five","When The Lights Go Out","Baby, when the lights go out","10","1998",NA,"Baby"
"Five","When The Lights Go Out","Baby, when the lights go out","10","1998",NA,"Baby"
"Five For Fighting","The Riddle","Catch a Dylan song or some eclipse of the moon","40","2006",NA,"Dylan"
"Five Man Electrical Band","Werewolf","Momma said \There's something weird 'bout Billy""","64","1974",NA,"Billy"
"Five Man Electrical Band","Werewolf","But momma said \No something real strange 'bout my Billy""","64","1974",NA,"Billy"
"Five Man Electrical Band","Werewolf","So Papa said \I guess there's only one thing to do 'bout Billy""","64","1974",NA,"Billy"
"Five Man Electrical Band","Werewolf","Then we heard a scream and Momma smiled and said \Betcha Billy got him‚??""","64","1974",NA,"Billy"
"Five Man Electrical Band","Werewolf","And my big brother Billy never did come home no more","64","1974",NA,"Billy"
"Five Star","All Fall Down","Baby, Baby!","65","1985",NA,"Baby"
"Five Star","All Fall Down","Baby, Baby!","65","1985",NA,"Baby"
"Fleetwood Mac","Go Your Own Way","Baby I'd give you my world","10","1977",NA,"Baby"
"Fleetwood Mac","Hold Me","Baby don't you hand me a line","4","1982",NA,"Baby"
"Fleetwood Mac","Rhiannon (will You Ever Win)","Rhiannon rings like a bell through the night and","11","1976",NA,"Rhiannon"
"Fleetwood Mac","Rhiannon (will You Ever Win)","Rhiannon","11","1976",NA,"Rhiannon"
"Fleetwood Mac","Rhiannon (will You Ever Win)","Rhiannon","11","1976",NA,"Rhiannon"
"Fleetwood Mac","Rhiannon (will You Ever Win)","Rhiannon","11","1976",NA,"Rhiannon"
"Fleetwood Mac","Rhiannon (will You Ever Win)","Rhiannon","11","1976",NA,"Rhiannon"
"Fleetwood Mac","Rhiannon (will You Ever Win)","Rhiannon","11","1976",NA,"Rhiannon"
"Fleetwood Mac","Rhiannon (will You Ever Win)","Rhiannon","11","1976",NA,"Rhiannon"
"Fleetwood Mac","Rhiannon (will You Ever Win)","Rhiannon","11","1976",NA,"Rhiannon"
"Fleetwood Mac","Sara","Said Sara, you're the poet in my heart","7","1979",NA,"Sara"
"Fleetwood Mac","Sara","Sara, you're the poet in my heart","7","1979",NA,"Sara"
"Fleetwood Mac","Sara","Sara","7","1979",NA,"Sara"
"Fleetwood Mac","Sara","Sara","7","1979",NA,"Sara"
"Fleetwood Mac","Say You Love Me","Baby, baby, hope you're going to stay away,","11","1976",NA,"Baby"
"Fleetwood Mac","Think About Me","Baby, once in a while","20","1980",NA,"Baby"
"Fleetwood Mac","Think About Me","Baby, once in a while","20","1980",NA,"Baby"
"Fleetwood Mac","Think About Me","Baby, once in a while","20","1980",NA,"Baby"
"Flex","Te Quiero","Baby te quiero uo uo","86","2008",NA,"Baby"
"Flex","Te Quiero","Baby te quiero uo uo","86","2008",NA,"Baby"
"Flex","Te Quiero","Baby te quiero uo uo uo","86","2008",NA,"Baby"
"Flex","Te Quiero","Baby te quiero uo uo","86","2008",NA,"Baby"
"Flex","Te Quiero","Baby te quiero uo uo","86","2008",NA,"Baby"
"Flo Rida","Good Feeling","No trick plays, I'm Bill Gates,","3","2011",NA,"Bill"
"Flo Rida","Good Feeling","Diamond, platinum, no more for you","3","2011","gem","Diamond"
"Flo Rida","How I Feel","Baby, I","96","2014",NA,"Baby"
"Flo Rida","How I Feel","We take off in London and land in the Dubai","96","2014","city","London"
"Flo Rida","I Cry","Gotta good feeling, plus the right caring, tell his Billie Jeans","6","2012",NA,"Billie"
"Flo Rida","I Cry","Thank E-Class, Big Chuck or Lee Prince Perries","6","2012",NA,"Chuck"
"Flo Rida","I Cry","Thank E-Class, Big Chuck or Lee Prince Perries","6","2012",NA,"Lee"
"Flo Rida","My House","Baby take control now","4","2015",NA,"Baby"
"Flo Rida","My House","Baby take control now","4","2015",NA,"Baby"
"Flo Rida","My House","Baby take control now","4","2015",NA,"Baby"
"Flo Rida","Right Round","My Benjamin Franklins","1","2009",NA,"Benjamin"
"Flo Rida","Turn Around (5 4 3 2 1)","Baby you can do it 50 times in a row","98","2010",NA,"Baby"
"Flo Rida","Whistle","Baby we start snagging, you come in part clothes","1","2012",NA,"Baby"
"Flo Rida Featuring Akon","Who Dat Girl","She worth it, bring me some Chloe bags","29","2010",NA,"Chloe"
"Flo Rida Featuring Nelly Furtado","Jump","Cali is jumpin', hit the switch on the 6-4","54","2009","state","Cali"
"Flo Rida Featuring Nelly Furtado","Jump","Houston, we're gonna jump ship, all aboard","54","2009","city","Houston"
"Flo Rida Featuring Robin Thicke & Verdine White","I Don't Like It, I Love It","That Cavalli nice next to my Tom Ford","43","2015","car","Tom"
"Flo Rida Featuring Sage The Gemini & Lookas","G.D.F.R.","It's no thots, only Anna Kournikova's","8","2014",NA,"Anna"
"Flo Rida Featuring Sage The Gemini & Lookas","G.D.F.R.","Girls get wetter than Katrina","8","2014","weather","Katrina"
"Flo Rida Featuring Sean Kingston","Roll","Chanel see, I stroke ya ego","61","2008","brand","Chanel"
"Flo Rida Featuring Sean Kingston","Roll","It's Kingston and Flo Rida","61","2008",NA,"Kingston"
"Flo Rida Featuring Sean Kingston","Roll","Kingston and Flo Rida","61","2008",NA,"Kingston"
"Flo Rida Featuring Sean Kingston","Roll","Kingston and Flo Rida","61","2008",NA,"Kingston"
"Flo Rida Featuring Sean Kingston","Roll","Kingston and Flo Rida","61","2008",NA,"Kingston"
"Flo Rida Featuring Sean Kingston","Roll","I call it Robbin Gibbons","61","2008",NA,"Robbin"
"Flo Rida Featuring Sean Kingston","Roll","Sam Rothstene, shawty, I supply the dealers","61","2008",NA,"Sam"
"Flo Rida Featuring will.i.am","In The Ayer","Baby keep poppin you might get tha fame","9","2008",NA,"Baby"
"Flobots","Handlebars","I can tell you about Leif Ericson","37","2008",NA,"Leif"
"Florida Georgia Line","Anything Goes","Baby sayin' baby, let's do this","55","2014",NA,"Baby"
"Florida Georgia Line","Anything Goes","Victoria's Secret aint a secret no more","55","2014","brand","Victoria"
"Florida Georgia Line","Anything Goes","Victoria's Secret ain't a secret no more","55","2014","brand","Victoria"
"Florida Georgia Line","Anything Goes","Victoria's Secret ain't a secret no more","55","2014","brand","Victoria"
"Florida Georgia Line","Bumpin' The Night","Two bottles of Bud","69","2014","drink","Bud"
"Florida Georgia Line","Bumpin' The Night","Two bottles of Bud","69","2014","drink","Bud"
"Florida Georgia Line","Bumpin' The Night","Two bottles of Bud","69","2014","drink","Bud"
"Florida Georgia Line","Bumpin' The Night","Two bottles of Bud","69","2014","drink","Bud"
"Florida Georgia Line","Bumpin' The Night","Two bottles of Bud","69","2014","drink","Bud"
"Florida Georgia Line","Bumpin' The Night","Two bottles of Bud","69","2014","drink","Bud"
"Florida Georgia Line","Bumpin' The Night","Two bottles of Bud","69","2014","drink","Bud"
"Florida Georgia Line","Cruise","Baby you a song","16","2012",NA,"Baby"
"Florida Georgia Line","Cruise","Baby you a song","16","2012",NA,"Baby"
"Florida Georgia Line","Cruise","Baby you a song","16","2012",NA,"Baby"
"Florida Georgia Line","Cruise","Baby you a song","16","2012",NA,"Baby"
"Florida Georgia Line","Cruise","Baby you a song","16","2012",NA,"Baby"
"Florida Georgia Line","Cruise","Baby you a song","16","2012",NA,"Baby"
"Florida Georgia Line","Cruise","She's poppin' right out of the South Georgia water","16","2012","state","Georgia"
"Florida Georgia Line","Get Your Shine On","Baby get your shine on,shine on-baby get your shine on","27","2013",NA,"Baby"
"Florida Georgia Line","Get Your Shine On","Baby get your shine on, shine on","27","2013",NA,"Baby"
"Florida Georgia Line","Get Your Shine On","Baby get your shine on","27","2013",NA,"Baby"
"Florida Georgia Line","Get Your Shine On","Baby get your shine on-shine on","27","2013",NA,"Baby"
"Florida Georgia Line","Get Your Shine On","Baby get your shine on, cause you and me be rocking all night long.Summer sky drippin' rhinestones turn your party lights on.","27","2013",NA,"Baby"
"Florida Georgia Line","Get Your Shine On","Baby get your shine on shine on","27","2013",NA,"Baby"
"Florida Georgia Line","Get Your Shine On","Baby get your shine on","27","2013",NA,"Baby"
"Florida Georgia Line","Get Your Shine On","Baby get your shine on.","27","2013",NA,"Baby"
"Florida Georgia Line","Get Your Shine On","Silverado, candy painted, Ray Ban's got the whole world shaded.","27","2013","brand","Ray"
"Florida Georgia Line","Get Your Shine On","Silverado, candy painted, Ray Ban's got the whole worlds shaded.","27","2013","brand","Ray"
"Florida Georgia Line","Round Here","And Jesse's getting ready, I'm gassing up the Chevy","28","2013",NA,"Jesse"
"Florida Georgia Line","Sun Daze","If you want you can get on Harley","44","2014","motorcycle","Harley"
"Florida Georgia Line","Sun Daze","Stir it up as we turn on some Marley","44","2014","motorcycle","Marley"
"Florida Georgia Line Featuring Backstreet Boys","God, Your Mama, And Me","Baby, you know my love is","92","2017",NA,"Baby"
"Florida Georgia Line Featuring Luke Bryan","This Is How We Roll","The mix tape's got a little Hank, little Drake","16","2013",NA,"Drake"
"Florida Georgia Line Featuring Luke Bryan","This Is How We Roll","The mix tape's got a little Hank, little Drake","16","2013",NA,"Hank"
"Florida Georgia Line Featuring Tim McGraw","May We All","Get a one star hand me down Ford to try to fix up","30","2016","car","Ford"
"Florida Georgia Line Featuring Tim McGraw","May We All","Play the Travis Tritt right above the 2Pac","30","2016",NA,"Travis"
"Florida Georgia Line Featuring Tim McGraw","May We All","Play the Travis Tritt right above the 2Pac","30","2016",NA,"Travis"
"Floyd Cramer","San Antonio Rose","A song of old San Antone","8","1961","city","Antone"
"Floyd Cramer","San Antonio Rose","Call back my rose, rose of San Antone","8","1961","city","Antone"
"Floyd Cramer","San Antonio Rose","And Rose, my Rose of San Antone","8","1961","city","Antone"
"Floyd Cramer","San Antonio Rose","A song of old San Antone","8","1961","city","Antone"
"Floyd Cramer","San Antonio Rose","Call back my rose, rose of San Antone","8","1961","city","Antone"
"Floyd Cramer","San Antonio Rose","And Rose, my Rose of San Antone","8","1961","city","Antone"
"Floyd Cramer","San Antonio Rose","And Rose, my Rose of San Antone","8","1961",NA,"Rose"
"Floyd Cramer","San Antonio Rose","And Rose, my Rose of San Antone","8","1961",NA,"Rose"
"Floyd Cramer","San Antonio Rose","And Rose, my Rose of San Antone","8","1961",NA,"Rose"
"Floyd Cramer","San Antonio Rose","And Rose, my Rose of San Antone","8","1961",NA,"Rose"
"Flume Featuring Kai","Never Be Like You","Baby, baby please believe me","20","2016",NA,"Baby"
"Foghat","Stranger In My Home Town","Sunrise to sundown, stumbling through London town.","81","1980","city","London"
"Foghat","Stranger In My Home Town","Who's that Peeping Tom climbing the wall?","81","1980",NA,"Tom"
"Foo Fighters","Long Road To Ruin","Heaven can wait","89","2008","place","Heaven"
"Foo Fighters","Long Road To Ruin","Heaven can wait","89","2008","place","Heaven"
